Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/1,"Having escaped from Hong Kong, the five gatekeepers - Matt, Pedro, Scott, Jamie and Scarlett - are scattered in a hostile and dangerous world. As they struggle to re-group and plan their next move, the malevolent King of the Old Ones gathers his forces in Oblivion: a desolate landscape where the last survivors of humanity must fight the ultimate battle.",Oblivion,Power of Five,13-18 years,Anthony Horowitz,International,http://images.exclus1ves.co.za/biblio/thumbnail.php?isbn=9781844286232&w=170&h=250&rc=1
books/2,"Shaggy: 14 rather amusing rambles is a collection of hilarious short monologues by a cast of self indulgent, idiotic misanthropes whose speeches are full of sound and fury, signifying very little.\r\n\r\nThe stories follow 14 peculiar characters as they operate in contemporary South Africa: prepare yourself for a woman addicted to washing dishes, a satanist trying to sell timeshare, and a marketing manager, explaining the supernatural qualities of baked beans!\r\n\r\nLitNet describes Shaggy as the \""kind of laughter that makes your abdominal muscles (that you didn’t know existed) contract and contort and your cheeks start to tickle with tears of joy.\""\r\n",14 rather amusing rambles,Shaggy,13-18 years,Anton Krueger; Pravasan Pillay,South Africa,http://4.bp.blogspot.com/-HIfkesAXww8/UD9rnfyCoVI/AAAAAAAAAR8/3DlTE91r-Ys/s200/shaggycover.jpg
books/3,"Filled with fascinating facts, this series looks at the extraordinary animals living in southern Africa. Discover the amazing adaptations that animals have developed in order to survive. Find out about their lifecycles, the places they live, why some keep territories, why they migrate or hibernate, how they find a mate and escape predators, and how they interact with one another.\r\n\r\nThe sections on conservation matters and animal classification introduce new ways of thinking. Full-colour photographs, beautiful illustrations, fun activities, and informative text will help you understand what the lives of these animals are all about.",Birds,Animals of Southern Africa,9-12 years,Lynne Matthews,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Animals_of_South_50beeacb3838f_150x150.jpg
books/4,"Filled with fascinating facts, this series looks at the extraordinary animals living in southern Africa. Discover the amazing adaptations that animals have developed in order to survive. Find out about their lifecycles, the places they live, why some keep territories, why they migrate or hibernate, how they find a mate and escape predators, and how they interact with one another.\r\n\r\nThe sections on conservation matters and animal classification introduce new ways of thinking. Full-colour photographs, beautiful illustrations, fun activities, and informative text will help you understand what the lives of these animals are all about.",Mammals,Animals of Southern Africa,9-12 years,Lynne Matthews,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Animals_of_South_50bee90fbea8f.jpg
books/5,"Filled with fascinating facts, this series looks at the extraordinary animals living in southern Africa. Discover the amazing adaptations that animals have developed in order to survive. Find out about their lifecycles, the places they live, why some keep territories, why they migrate or hibernate, how they find a mate and escape predators, and how they interact with one another.\r\n\r\nThe sections on conservation matters and animal classification introduce new ways of thinking. Full-colour photographs, beautiful illustrations, fun activities, and informative text will help you understand what the lives of these animals are all about.",Insects and Other Vertebrates,Animals of Southern Africa,9-12 years,Lynne Matthews,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Animals_of_South_50bee747ec9d3_150x150.jpg
books/6,"Filled with fascinating facts, this series looks at the extraordinary animals living in southern Africa. Discover the amazing adaptations that animals have developed in order to survive. Find out about their lifecycles, the places they live, why some keep territories, why they migrate or hibernate, how they find a mate and escape predators, and how they interact with one another.\r\n\r\nThe sections on conservation matters and animal classification introduce new ways of thinking. Full-colour photographs, beautiful illustrations, fun activities, and informative text will help you understand what the lives of these animals are all about.",Frogs and Reptiles,Animals of Southern Africa,9-12 years,Lynne Matthews,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Animals_of_South_50beec357e364.jpg
books/7,"illed with fascinating facts, this series looks at the extraordinary animals living in southern Africa. Discover the amazing adaptations that animals have developed in order to survive. Find out about their lifecycles, the places they live, why some keep territories, why they migrate or hibernate, how they find a mate and escape predators, and how they interact with one another. The sections on conservation matters and animal classification introduce new ways of thinking. Full-colour photographs, beautiful illustrations, fun activities, and informative text will help you understand what the lives of these animals are all about.",Marine Life,Animals of Southern Africa,9-12 years,Lynne Matthews,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Animals_of_South_50beed07e9d1c.jpg
books/8,"From his high pedestal, the Happy Prince, a magnificent golden statue, can see all the misery of the city below him. He begs a little Swallow to pluck off his treasure and share it amongst the poor. When the Happy Prince asks his new friend to stay and help him, the Swallow receives a lesson in kindness and caring.\r\n\r\nOscar Wilde’s timeless, compassionate tale of the friendship between the Happy Prince and the Swallow is brought to life by Joan Rankin’s sensitive, magical artwork. Beloved since it was first published in 1888, this enchanting story will be enjoyed by both adults and children.",null,The Happy Prince,3-5 years,Carole Bloch; Margaret Sixel,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/The_Happy_Prince_50a4c30509aa0.jpg
books/9,"Njengoba emi phezu kwensika ephakeme nje, uMntanenkosi Othokozile, isichuse esiphambili ngempela esenziwe ngegolide, ukwazi ukubona lonke usizi olutholakala edolobheni elilaphaya phansi. Usecela iNkonjane encane ukuba ide ikhipha leli gugu elisemzimbeni wakhe ukuze abelane ngalo nabampofu. Lapho uMntanenkosi Othokozile esecela umngani wakhe omusha ukuba ahlale amsize, iNkonjane ithola isifundo ngobubele nokunakekela abanye.\r\n\r\nInganekwane ka-Oscar Wilde engasoze yabuna exoxa ngobungani phakathi kukaMntanenkosi Othokozile neNkonjane, iphiliswa kabusha yimidwebo eyisimanga kaJoan Rankin. Le ndaba eselokhu yathandeka kusukela ekushicilelweni kwayo ngowe-1888 izothokozelwa ngokufanayo ngabadala nezingane.",null,UMntanenkosi Othokozil,3-5 years,Carole Bloch; Margaret Sixel,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/UMntanenkosi_Oth_50a4d6573174f.jpg
books/10,"Phezu kwesiqobo sawo eside esivelele isixeko, umfanekiso oqingqiweyo ogolide weNkosana eyOnwabileyo ubona ububi nenkxwaleko yabantu esixekweni esingezantsi kwawo. Ubongoza iNkonjane encinane ukuba isuse bonke ubucwebecwebe obukuyo ize yabelane ngabo nabantu abangamahlwempu. Ngelixa iNkosana eyOnwabileyo icela umhlobo wayo omtsha ukuba ahlale ze ayincede, iNkonjane ifunda isifundo ngokubonisa uvelwano nokukhathalela abanye.\r\n\r\nIbali elingaphelelwayo, elisenentsingiselo nanamhla oku nelibonisa uvelwano nenkathalo phakathi kweNkosana eyOnwabileyo neNkonjane lenziwe ukuba linike umdla ngakumbi yimizobo emangalisayo ezotywe ngenkathalo nguJoan Rankin. Ibali elisathandwa nanamhla oku elapapashwa okokuqala ngowe-1888, liza konwatyelwa ngabadala kunye nabantwana.",null," Inkosana eyOnwabileyo",3-5 years,Carole Bloch; Margaret Sixel,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Inkosana_eyOnwab_50a4d76af4069.jpg
books/11,"Hodimo setulong sa hae se phahameng, Kgosana ya Thabileng, seemahale se setle sa kgauta, o kgona ho bona mahlomola a toropo ya hae tlase. O qeka Lefokotsanyana ho tlosa leruo la hae hore a le arolelane le bafutsana. Ha Kgosana ya Thabileng a kopa motswalle wa hae e motjha ho mo thusa, Lefokotsane le fumana thuto ya ho ba Mohau le ho tsotella.\r\n\r\nPale ya Oscar Wilde ya setswalle se sa teneng, se tletseng mohau pakeng tsa Kgosana ya Thabileng le Lefokotsane e tsoseletswa bophelo ke maikutlo le botaki bo hohelang ba Joan Rankin. Mmamoratwa ho tloha ha e ne e phatlalatswa lekgetlo la pele ka 1888, pale ena e hohelang e tla ratwa ke batswadi hammoho le bana.",null,Kgosana ya Thabileng,3-5 years,Carole Bloch; Margaret Sixel,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Kgosana_ya_Thabi_50a4d4eb12af5.jpg
books/12,"Die manjifieke goue standbeeld van die Gelukkige Prins kan van sy voetstuk die swaarkry onder in die stad sien. Hy pleit by ‘n Swaeltjie om al die kosbaarhede van hom af te pik en onder die arm mense uit te deel. As die Gelukkige Prins sy nuwe vriend vra om te help, leer die Swaeltjie hoe om goed te doen en om te gee.\r\n\r\nOscar Wilde se tydlose verhaal oor goedhartigheid in die vriendskap tussen die Gelukkige Prins en die Swaeltjie word lewendig uitgebeeld in die sensitiewe magiese kuns van Joan Rankin. Die betowerende verhaal, geliefd sedert dit die eerste maal in 1888 gepubliseer is, spreek tot oud en jonk.",null," Die Gelukkige Prins",3-5 years,Carole Bloch; Margaret Sixel,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Oscar_Wilde_se_D_50a4d417b5c44.jpg
books/13,"Malusi is a herd boy who tends to his grandfather’s sheep and goats among the mountains of the Transkei. High above, eagles fly while on the ground below, beetles crawl, termites scurry and dust flies as Malusi plays games of stick-fighting with his friend. But there’s danger too…\r\n\r\nCan Malusi save his lambs from the hungry baboon who’s stalking the flock?\r\n\r\nAnd who is the old man in the shiny car who stops to chat, and encourages the herd boy in his dream of being President?\r\n\r\nThis beautiful picture book is about a boy who dares to dream of a big future. It is a story of empowerment, self-belief and leadership, and is inspired by the life of former president Nelson Mandela.",null,The Herd Boy,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/The_Herd_Boy_50a4e19129a73.jpg
books/14,"Malusi ngumfana lowelusa timvu netimbuti tababe wakhe le etintsabeni taseTranskei. Nakelusile Malusi udlala tindvuku nebangane bakhe, kube ngetulu kwabo kundiza  emangce, laphansi kunyakatela tintfutfwane, emagenga kanye nemabhungane. Kodvwa-ke kunalenkhulu ingoti. Ingabe Malusi utawukhona yini kuvikela timvu tababe wakhe kunansi imfene letigegelako? Ingabe kona ngubani lobabe lohamba ngalemanyatelako imoto, lococisana naye ngemaphuphu ekutsi ngalelinye kungenteka aba nguMengameli welive? Lencwajana yetitfombe, ilandzisa ngemfanyana loneliphuphu ngelikusasa lakhe. Yindzaba lecoca kabanti ngekubanemandla, kutetsemba nebuholi, lesuselwa kumphilo yalowake waba nguMengameli waleli, Nelson  Mandela.",null,Umfana weKwelusa,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Umfana_weKwelusa_50a4ead2190d2.jpg
books/15,"Malusi ke mošemane wa modiša yo a dišago dinku le dipudi tša rakgolo wa gagwe ka gare ga dithaba tša Transkei. Godimodimo, dintšu di a fofa mola e le gore fase mobung, dikhunkhwane di a gogoba, makeke a sepela ka lebelo gomme lerole le a fofa ka ge Malusi a raloka dipapadi tša go lwa ka dipatla le mogwera wa gagwe. Eupša gape go na le kotsi… Naa Malusi o tla phološa dinku tša gagwe go tšhwene ye e swerwego ke tlala ye e jago diruiwa? Naa bjale ke mang monna yo a tšofetšego yo a lego ka gare ga sefatanaga sa go phadima yo a emišago sefatanaga go boledišana le yena, ebile a hlohleletša mošemane yo monnyane ka torong ya gagwe ya go ba Mopresidente? Puku ye e botse ya diswantšho e bolela ka ga mošemane yo a nago le toro ya go ba le bokamoso bja go kgahliša. Ke kanegelo ya maatlafatšo, ya boitshepho le boetapele, gomme e hlohleleditšwe ke bophelo bja Mopresidente wa peleng Nelson Mandela.",null,Mošemane wa Modiša,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mo__emane_wa_Mod_50a4e9b373217.jpg
books/16,"Malusi ke modisa yo o tlhokomelang dinku le dipodi  tsa rraagwemogolo mo dithabeng tsa Transkei. Manong a fofa kwa godimo fa ditshenekegi tsona di gagaba mo fatshe, ditshoswane di a tlatlarietsa le lerole le a kupa jaaka Malusi a tshameka ntwa ya dithobane le tsala ya gagwe. Fela go na le kotsi gape… A Malusi a ka pholosa dikwana tsa gagwe go tswa go tshwene e e tshwerweng ke tlala e e setseng diruiwa morago? Gona monnamogolo yo o mo teng ga koloi e e phatsimang ke mang o o emang go tsaya dikgang le go rotloetsa modisa go tsweletsa toro ya gagwe ya go nna moporesidente pele?\r\n\r\nBuka e ntle eno ya ditshwantsho e ka ga mosimane yo o neng a lora ka bokamoso jo bo phatsimang. Ke kgang ya ga matlafatso, boitshepo le boetapele mme e tlhotlheleditswe ke botshelo jwa moporesidente Nelson Mandela.",null,Modisa,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Modisa_50a4e89de3315.jpg
books/17,"Malusi ke modisana ya alosang dinku le dipodi tsa ntataemoholo dithabeng tsa Transkei. Hodimodimo dintsu di ntse di fofa ha tlase mobung kgolabolokwe di ntse di kgasa, dikokonyana di ya hodimo le tlase mme ho tletse lerole ha Malusi a ntse a bapala dipapadi tsa ho kalla ka melamu le motswalle wa hae. Empa ho kotsi le teng moo… Na Malusi a ka pholosa dikonyana tsa hae mehlaleng ya tshwene e lapileng e ntseng e di setse morao? Hape monna enwa ya koloing e majabajaba, ya emisang koloi ho bua le ho kgothalletsa modisana ho tswelapele ka toro ya hae ya ho ba mopresidente, ke mang? Buka ena e ntle ya ditshwantsho e bua ka moshemane ya neng a na le ditoro tsa bokamoso bo boholo. Ke pale ya boimatlafatso, ya boitshepo le boetapele, mme e fumane thahasello ho tswa bophelong ba mopresidente wa mehleng, e leng Nelson Mandela.",null,Modisana,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Modisana_50a4e77fecb2f.jpg
books/18,"UMalusi ngumfana owelusa izimvu nezimbuzi zikayisemkhulu ezintabeni zaseTranskei. Le phezulu kundiza izinkozi kanti phansi emhlabeni kuhuquzela amabhungane, kuphithizele umuhlwa, kushunqe izintuli ngenkathi uMalusi edlala imidlalo yokungcweka ngezinduku nomngani wakhe. Kodwa ikhona njalo nengozi… Ngabe uMalusi uzophumelela ukusindisa amazinyane kule mfene elambile ecathamela umhlambi?\r\n\r\nNgabe ngubani leli khehla elisemotini ecwebezelayo elimayo lixoxe, likhuthaze umalusi kuleli phupho analo lokuba nguMongameli?\r\n\r\nLe ncwadi yezithombe ixoxa ngomfanyana ophupha ngekusasa eliqhakazile. Yindaba yokugunyaza nokuhlomisa umuntu, ukumnika ukuzethemba namandla obuholi. Okunguyena ongumthombo wogqozi lokubhalwa kwale ndaba ngowayengumongameli, uNelson Mandela.",null,UMalusi,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/UMalusi_50a4e5ea8d01e.jpg
books/20,"Malusi is ’n veewagtertjie wat sy oupa se skape en bokke in die berge van die Transkei oppas. Arende vlieg hoog in die lug, en onder op die grond kruip miskruiers rond, loop termiete in lang rye en hou Malusi stok-gevegte met sy maat. Maar daar is ook gevaar ... Kan Malusi sy lammers red van die honger bobbejaan wat hulle bekruip?\r\n\r\nEn wie is die ou man in die blink motor wat stilhou om met die seuns te gesels, en die skaapwagtertjie aanmoedig om te bly droom oor sy toekoms?\r\n\r\nHierdie pragtige prenteboek vertel van ’n seun wat groot drome droom. Dit is ’n verhaal van bemagtiging, geloof in jouself en leierskap, en is geïnspireer deur die lewe van oudpresident Nelson Mandela.",null,Die Veewagtertjie,6-8 years,Niki Daly,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Die_Veewagtertji_50a4e24bb48be.jpg
books/21,"Arm yourself with a pair of binoculars, compass and water canteen; get ready to step into a land of adventure where wild animals roam free; sit down with royalty, get lost in the vastness (that is the beautiful Land of Kachoo); and face the ultimate king of the savannah! \r\n\r\nThe wondrous Land of Kachoo is ready for adventure, guaranteed to be a place revisited often, while read by the young explorers of Kachoo, our children! \r\n\r\nAuthor Tina Scotford and illustrator Frans Groenewald delight with this series of idly comical stories set in the fictional Land of Kachoo. The rhyming verse and quirky illustrations invite the reader to linger in the Land of Kachoo along with the lovable characters. These enchanting books will charm the child in everyone.",null,Who is King in the Land of Kachoo?,6-8 years,Tina Scotford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Who_is_King_in_t_50a5f52a4558a.jpg
books/23,"Arm yourself with a pair of binoculars, compass and water canteen; get ready to step into a land of adventure where wild animals roam free; sit down with royalty, get lost in the vastness (that is the beautiful Land of Kachoo); and face the ultimate king of the savannah! \r\n\r\nThe wondrous Land of Kachoo is ready for adventure, guaranteed to be a place revisited often, while read by the young explorers of Kachoo, our children! \r\n\r\nAuthor Tina Scotford and illustrator Frans Groenewald delight with this series of idly comical stories set in the fictional Land of Kachoo. The rhyming verse and quirky illustrations invite the reader to linger in the Land of Kachoo along with the lovable characters. These enchanting books will charm the child in everyone.",null,Lost in the Land of Kachoo,6-8 years,Tina Scotford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Lost_in_the_Land_50a5f95d69067.jpg
books/22,"Arm yourself with a pair of binoculars, compass and water canteen; get ready to step into a land of adventure where wild animals roam free; sit down with royalty, get lost in the vastness (that is the beautiful Land of Kachoo); and face the ultimate king of the savannah! \r\n\r\nThe wondrous Land of Kachoo is ready for adventure, guaranteed to be a place revisited often, while read by the young explorers of Kachoo, our children! \r\n\r\nAuthor Tina Scotford and illustrator Frans Groenewald delight with this series of idly comical stories set in the fictional Land of Kachoo. The rhyming verse and quirky illustrations invite the reader to linger in the Land of Kachoo along with the lovable characters. These enchanting books will charm the child in everyone",null,The Lion Hunts In The Land of Kachoo,6-8 years,Tina Scotford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/The_Lion_Hunts_I_50a5fb1d5f39e.jpg
books/26,"This Baby and Busy Baby herald the dawning of a new phase in children’s literature in South Africa – they are the first board books in English, Afrikaans, Zulu and Xhosa to be developed in South Africa for 0 – 2 year olds. These delightfully illustrated fun-to-read texts developed by South Africa’s leading early literacy expert are sure to find their way onto the bookshelves of all our babies.\r\n\r\nAlso available in Afrikaans, Xhosa and Zulu",null,Busy Baby,0-2 years,Carole Bloch,South Africa,http://images.kalahari.com/ann/all/lg/978/191/988/846/9781919888460.jpg
books/27,"This Baby heralds the dawning of a new phase in children’s literature in South Africa – a first in board books in English, Afrikaans, Zulu and Xhosa, especially created in South Africa for 0 – 2 years olds. This delightfully illustrated fun-to-read text developed by South Africa’s leading early literacy expert is sure to find its way onto the bookshelves of all our babies.",null,This Baby,0-2 years,Carole Bloch,South Africa,http://images.kalahari.com/ann/all/lg/978/191/988/842/9781919888422.jpg
books/25,"Author and illustrator Liz Mills presents her second collection of over 50 nursery rhymes and verse from popular children’s songs, specially reworked and adapted to appeal to children living in Africa. \r\n\r\nThis delightful book follows on the overwhelming and continuing popularity of African Nursery Rhymes, which has been reprinted almost every year since it appeared in 2006. Nursery Rhymes & Verse from Africa is a must for a young child’s bookshelf as nursery rhymes form an essential part of children’s development, teaching them rhythm and rhyme and word skills, as well as improving memory. \r\n\r\nLiz’s colourful and often humorous illustrations and word imagery will capture the imagination and make reading an activity that children (and parents/carers) look forward to, whether at bed time, or any other time of the day. They will also want to return to these rhymes, with images that they can relate to, over and over again.",null,"Nursery Rhymes & Verse from Africa ",0-2 years,Liz Mills,South Africa,http://www.randomstruik.co.za/bookTitles/9781431700172.jpg
books/24,"This bright, square picture book is a quality example of multilingual publishing for children. It contains seven nursery rhymes of Africa, each in a different South African language, followed by a catchy English translation. They are about frog, pig, chicken and a “mischievous bird,” butterfly, hare, spider, and ostrich. The double-spread pictures provide an accurate portrayal of character and situation. The verses (in rhythmic nursery rhyme style) are ideal for sharing aloud, and there is a guide to pronunciation at the end. ",A Multilingual Collection of Rhymes from South Africa,Diphoofolo,0-2 years,Reviva Schermbrucker,South Africa,http://www.ibby.org/uploads/tx_userexhibition/Diphoofolo1.jpg
books/33,"AMAYIPHENDLEYA – IsiQalo Sakho Konke tells the story of how four South African teenagers, Kwethu, Jo, Scott and Bobo, began their adventures of discovery in the world of what lies behind the technological wonders of the world today. Physics, mathematics, philosophy, history, culture, and life are just a few aspects of knowledge and its practice that the four encounter along their journey.",IsiQalo Sakho Konke,AmaYiphendleya,9-12 years,Phiwayinkosi G Mbuyazi,South Africa,http://www.publisher.co.za/components/com_virtuemart/shop_image/product/AmaYiphendleya___4fa7bc3f9f9c4.png
books/34,"It’s a hot day on Zanzibar Road and Mama Jumbo puts on her jazzy dress \r\nand her ‘Flippy-floppy, flappy-slippy, this-way-that-way pom-pom hat’, hops \r\nin Mr Motiki’s taxi and heads off to the market.\r\nAfter a long day of shopping, as Mama Jumbo heads home, Mr Motiki’s \r\ntaxi has a puncture! How will Mama Jumbo save the day and get home to \r\nLittle Chico?\r\nLater, Mama Jumbo sews Little Chico a cute, tutti-frutti shirt from a piece \r\nof fabric that she got at the market. Little Chico is delighted with everyone’s \r\nreactions until Baba Jive says that he looks good enough to eat.\r\nThe quirky and much-loved gang from Zanzibar Road is back for another \r\nfun-filled adventure with Mama Jumbo, Little Chico and a host of colourful \r\nand entertaining characters that will delight children and adults alike",null,Next Stop - Zanzibar Road,3-5 years,Niki Daly,South Africa,http://panmacmillan.co.za/wp-content/uploads/2012/04/Next-Stop-Zanzibar-Road.jpg
books/65,"Lele is a very imaginative little boy. When he dreams, the world has no boundaries. He travels from the night sky, down to the sea and back up to the clouds. Join Lele on his journey as he makes friends with the stars, the fish and other young dreamers.",null,Milorho ya Lele,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Milorho_ya_Lele_4e9fe724324a9.jpg
books/66,"Lele is very busy today. He makes his way through his house asking each family member, “What are you doing?” Finally, it is dinnertime and Lele is nowhere to be found. Join Lele as he learns about reading and writing and why both are important everyday skills.",null,U endla yini?,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/U_endla_yini__4e9d64d99b8f3.jpg
books/67,"The rules to crossing the road are taught to children from a young age. Yimani, langutani mi tlhela mi yingisela! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Yimani, langutani mi tlhela mi yingisela!",6-8 years,Lesley Geekie Dawe; Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Yimani__langutan_4e96f1032c67c.jpg
books/68,"The world is full of shapes. Everywhere you look you see circles, triangles and squares. This is a beautifully illustrated book that provides children with a wonderful and fun way to learn about shapes from the world around us.",null,Swivumbeko swi hinkwako,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Swivumbeko_swi_h_4ecdeac56c0ab.jpg
books/69,"Ku hava xo tsakisa ku tlula buku ya switori leyi yi nandzihaka!\r\n\r\nBuku ya switori i mudyondzisi, yi nga ku nyika miehleketo yi tlhela yi ku nyika mahungu.\r\n\r\nTibuku i vanghana highlights through rich text the amazing and FUN world of reading and books, from reading in the bath, to taking care of books and sharing ideas.",null,Tibuku i vanghana,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Tibuku_i_vanghan_4e96d4ad24346.jpg
books/70,"This is the story of how quick-thinking Zebra tricks the hungry Hyena into not eating him for dinner, with very prickly results. A delightful tale with striking paper collage illustrations.",null,Mangwa ya nhova ni Mhisi,6-8 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mangwa_ya_nhova__4e96b2ec887a8.jpg
books/71,"Lexi i xitori xa vunharhu hi rhole ra Xinguni Pandzeka N’wa Xinguni Masasekana vito ra rona ku nga Pandzeka.\r\n\r\nSweswi, Pandzeka ni mzala wa yena Nyawa va lava ku byala mavele ni tinyawa va ya nghenela Nkombiso wa Varimisi. Xana va ta swi kota ku hlula hi ku humesa ntshovelo wo hlula hinkwayo kee?\r\n\r\nVito ra Pandzeka ra ntiyiso i ‘Ku pandzeka exikarhi ka marhavi ya mirhi’. Leswi swi endliwa hikuva a komba wonge u tshame endzhutini wa murhi, ni dyambu ri ri karhi ri endla mindzhuti edzobyeni ra yena. Vito ra Nyawa rona ri tirhisiwa hikuva dzovo ra yena ri ronge kova tinyawa hinkwako-kwako.",null,Mavele ni Tinyawa,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mavele_ni_Tinyaw_4e7b290011c1b.jpg
books/72,"Mi nga kholwa leswaku ku ni purasi exikarhi ka doroba ra Kapa? Mapilipili, masekwa, tinguluve, tinyimpfu ni tihomu leti tshamaka epurasini ra André, ekusuhi swinene ni le xivindzini xa doroba.\r\n\r\nHlaya hi ka Lynne ni mbyana ya yena, Famous, ni siku leri va nga byisa tihomu ta André leti a ti lahlekile ti muka ekaya.",null,Ku Byisa tihomu ti muka ekaya,6-8 years,Reviva Schermbrucker; Lynne Lomofsky; André Laubscher,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ku_byisa_tihomu__4e5b55cd79ddb.jpg
books/73,Lexi i xitori xa vumbirhi hi xirihodyana xa xingoni Pandzeka MASESEKANA. Xivulavula hi buruku ro LEHA leri a nga ri nyikiwa. Vito ra yena ra ntiyiso loko ri helerile i 'Makholo-kholo yo vangiwa hi ku pandzeka exikarhi ka marhavi ya mirhi'. Leswi swi vuriwa hikuva a tikomba wonge u lo tshama endzhutini wa murhi kutani ndzhuti wu tsala-tsala makholo-kholo yonge i ku pandzeka lomu xikarhi ka marhavi ya mirhi.,null,Buruku yo Leha,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Buruku_yo_Leha__4e43cff4290e6.jpg
books/74,"Nthyeketo lowu mi nga ta wu hlaya wu runguleriwe mutsari hi muheleketi wa vaendzi endzeni ka thekisi ya le tikweni ra swihlale ra Comores. Nthyeketo lowu wu runguriwa hinkwako laha Africa, wu pela wu ya eNigeria, eComores ni le Africa Dzonga. I nthyeketo wa Africa ni vaakatiko va yena.",null,Vanghana vanharhu ni thekisi,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Vanghana_vanharh_4e43a7f6c1585.jpg
books/75,"Kulani a ku ri Xinhwanyetana lexi a xi rhandza tata wa xona hi mbilu ya xona hinkwayo. Kutani siku rin’wana tata Kulani yena a famba a nga ha vuyi. Kulani a twa kuvava ku fikela loko a tibyela leswaku yena a nga lavi ku kula. Kutani a tshama a ri ntsongo a nga kuli, hambiloko vanghana va yena va n’wi sapatela. Sikurin’wana mana wa yena a sungula ku vabya hikwalaho ka sweswo Kulani a ncinca miehleketo. A kula leswaku a ta kota ku pfuna ndyangu wa ka vona. Kambe loko khombo ri hlasela ximutana xa le ka vona, xana u kule ni ku tiyela kuringana ku va a nga ponisa vaakindhawu va le ka vona xana?",null,Xinhwanyetana lexi a xi ala ku kula,6-8 years,Véronique Tadjo,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Xinhwanyetana_le_4e437d92716fd.jpg
books/76,Ntshwukeleni N’wa Ximbhahana u twa ndlalanyana kutani a ehleketa ku va a baka xinkwa. Kutani a endla nongonoko wa leswi swi nga ta laveka a nga si suka a ya nghena emasaneni ya mpundzu wa siku. U kombela vanghana va yena ku va va n’wi pfuna kambe va ala hinkwavo! Wonge u ta fanela ku tiendlela hinkwaswo?,null,Ntshwukeleni N'wa Ximbhahana,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ntshwukeleni_N_w_4e4271ddccf96.jpg
books/77,Mbuya Mabihana N’wa Xipilipilana a nga fani na wona mapilipili lama man’wana. Ndyangu wa rikwavo wa mapilipili wu tshamela ku n’wi vungunya leswi swi endla a titwa wonge a nga laviwi kasi wo lava ku rhandziwa ni ku titwa a ri un’wana wa vona. Hikwalaho wa baleka a sungula riendzo ro leha ra xivundza. Xana u ta pfuka a amukeriwile ni ku rhandziwa a ri leswi a nga xiswona xana?,null,Mabihana N'wa Xipilipilana,6-8 years,Sindiwe Magona,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mabihana_N_wa_Xi_4e4251c4efed1.jpg
