Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/1026,"If you make fun of others, you will suffer for it one day! That's what happened to Nana when she met the ernormous caterpillar. But when the caterpillar changes into a beautiful butterfly, Nana learns that she too can change.",null,Nana and the Catepillar,3-5 years,Ousmane Diarra; Virginie Desmoulins,South Africa,http://farm9.staticflickr.com/8390/8530209493_7a15e8d2f4_m.jpg
books/1058,"Vuyo is a little South African boy who loves to play! Young children everywhere will enjoy the text and delightfully detailed ilustrations, which describe the things he enjoys playing with - and how he loves playing with other children more!",null,Vuyo's Day,3-5 years,Carole Bloch; Meg Jordi,South Africa,http://farm9.staticflickr.com/8513/8530290363_273bb11a69_m.jpg
books/1057,"Based on African legend, Modjadji, the Rain Queen tells the story of Modjadji's arrival in drought-stricken Venda land, where the young children have never seen rain. To everyone's delight, Modjadji uses her magical powers to produce rain. Soon the land turns green, and the people of Venda land are healthy and happy again.",null,Modjadji the Rain Queen,6-8 years,Retold by Donve,South Africa,http://farm9.staticflickr.com/8105/8530305701_cc6e8e3048_m.jpg
books/865,"Peggy so much wants to be special an different to all the other mice in the playground, and it takes her a while to realise how special she really is this is also a great ‘starting school’ story. ",null,Peggy's Smile,6-8 years,"Kaanitah Cassim; Monde Mraji ",South Africa,http://farm9.staticflickr.com/8530/8531453324_05343cce56_m.jpg
books/1345,null,null,Bohloko ba maikutlo,13-18 years,"R.N. Phume ",South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=481
books/1346,"Mahlafuna o fetoha thuube e senang tsatsa, hloma o hlomolle hobane feela a ne a tseka seo e leng sa hae. O teana le Isanusi nahathote mme Isanusi sena se mmolella ditaba tshohle tse tlang ho mo etsahalla tseleng ena ya bophelo. Qetellong o fumana seo e leng kgale a se labalabela mme o itjella poqo ka hlanaka, o ja ....",null,Di Jana Seropong,13-18 years,"Tekane S Tsotetsi ",South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=518
books/1347,null,null,Diwediwetla - Sesotho poetry,13-18 years,"A Tsotetsi, et al ",South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=392
books/1348,"The story is based on a young woman known as \""Ntebaleng\"", who is musically gifted. She passes the auditions for the position of soloist in the choir which will take part at the celebration of the tenth anniversary of the Freedom of South Africa. This success motivates her and she becomes more determined to improve her music career.",null,Ha ditswere di tsanyaola,13-18 years,"KPD Maphalla ",South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=496
books/1349,null,null,Ha re bapaleng Nursery Rhymes Book,6-8 years,"T.E. Mokone ",South Africa,null
books/1350,null,null,Hlwaya tsebe,13-18 years,N. P. Maake; M. Maake,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=117
books/1351,null,null,Ho ya tjha kgong ho sale molora,13-18 years,NP Maake,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=489
books/1352,null,null,Ke llela ho wena,13-18 years,NP Maake,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=487
books/1353,"Original Sesotho nursery rhymes. Illustrated. All elements -- rhyme, repetition, alliteration -- necessary for young ones to learn and love their own language. Phases: Foundation - NCS",null,Kgatsela,6-8 years,M. M. Makappa,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=120
books/1354,"Ke morutwana ya fuwang tshehetso haholo ke mmae. O kena sekolo sekolong se atileng ka ditlokotsebe tsa barutwana ba sebedisang dithethefatsi. O wela lerabeng la bona hoo a etsang qeto ya ho inehela. Ka ho etsa qeto e jwalo e ne e se e le ha a lahlile maikemisetso le ditoro tsa hae tsa bophelo. O qetella a sebedisa dithethefatsi ho fihlela a thunngwa, a ba a holofala letheka. Na o sa hopola mantswe ana: “…Nna ha ke batle ho bona motho selaong sa ka. Ke re e ka ba motsheare kapa bosiu ho tshwana feela. Nna ke a kgwephetsa, ke a budula.”",null,Lefiso,13-18 years,Jim Mokoena,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=593
books/1377,null,null,Mabinabine a pelo,13-18 years,S. J. Gambu,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=594
books/1378,null,null,Mahlasedi,13-18 years,E. M. R. Mahlasela,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=121
books/1379,"Mamela melodi ke buka e ntle haholo ya dithothokiso tsa bangodi ba batjha le ba kgale. Yona e kgothaleditswe boqapi ba mofuta ono ke mokgatlo wa bangodi wa Metjodi. Lebakabaka e ntse e hlile e le hona ho qhwaella mefuta ena ya bangodi ka lemao le le leng hore ba be kobo e ka aparehang. Tshepo ke hore ka le leng la matsatsi bano ba ntseng ba thuthua le bona bat la ikemela boqaping. Lekola boka ena kahare o tle o kopane le bangodi ba kgale ba kang ntate L. Z. Malimabe, Dr K.P.D. Maphalla, Jim Mokoena le ba bang. Ho feta moo, o tla iponela le dipotso tsa tataiso tse morwerwe ka mongodi wa dilemo, ntate Lanny Mokwena. Kahara dithothokiso tsena ho na le tsa lerato, tsa tayo, tsa kgalemo, tsa maikutlo le tse jwalo.",null,Mamela Melodi,13-18 years,K. P. D. Maphalla,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=548
books/1380,"Ena buka ya dithothokiso, ke ya thothokiso tsa lona bana. Ke ya tsona tse bonojana, tse lekaneng lona. Ithuteng tsona, di le natefele. Ho tsona, le tla ithuta tse molemo, tse molemo puong ya Sesotho. Etswe thothokiso; ke lejwe la bohlokwa la motheo phelong ba ngwana e mong le e mong. Ithuteng le ntse le natefelwa ke tsona thothokiso tsena tsa lona.",null,Mathapisana dithothokisong 1,13-18 years,N. R. Phume; M. Mokotjo,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=544
books/1381,"Ena buka ya dithothokiso, ke ya thothokiso tsa lona bana. Ke ya tsona tse bonojana, tse lekaneng lona. Ithuteng tsona, di le natefele. Ho tsona, le tla ithuta tse molemo, tse molemo puong ya Sesotho. Etswe thothokiso; ke lejwe la bohlokwa la motheo phelong ba ngwana e mong le e mong. Ithuteng le ntse le natefelwa ke tsona thothokiso tsena tsa lona.",null,Mathapisana dithothokisong 2,13-18 years,N. R. Phume; M. Mokotjo,South Africa,http://www.hibbard.co.za/getpic.php?a=t&id=545
books/1537,"This Baby and Busy Baby herald the dawning of a new phase in children’s literature in South Africa – they are the first board books in English, Afrikaans, Zulu and Xhosa to be developed in South Africa for 0 – 2 year olds. These delightfully illustrated fun-to-read texts developed by South Africa’s leading early literacy expert are sure to find their way onto the bookshelves of all our babies.",null,Lo Mntwana,0-2 years,Carole Bloch,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FLo_Mntwana_4b0192bb0e8fa_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1569,"Available in English, Afrikaans, Xhosa and Zulu\r\n\r\nTo every thing there is a season, and a time to every purpose under the heaven…\r\n\r\nThe well-loved words of Ecclesiastes take on new life and meaning set against the sun-baked rural setting of a South African homestead, in a jewel-like portrayal by Jude Daly.\r\n\r\nAge: 5 – 10 years\r\n\r\nAwards: 100 Representative South Africa Books For Children and Young People, IBBYSA, 2007",null,Konke Kunesikhathi Sakho,6-8 years,Jude Daly,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FKonke_Kunesikhat_4b01921d0d13b_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1570,"“Chameleon, you’re so ugly that you’re a disgrace to us all!” is the continual cry of the river community.\r\n\r\nOver time, Chameleon comes to believe their cruel words.  Lonely and hopeless, he dreads the dawning of every new day.  But fate intervenes and he meets a lark and an old man who set in motion events that transform him. The insecurity of the Chameleon and the unkind behaviour of the river community will strike a chord with both young and old.\r\n\r\nChameleon’s well-deserved triumph at the end of the story is a welcome surprise – his belief in himself is restored and his song will touch the hearts of many and his spirit, inspire many more.\r\n\r\nThe Singing Chameleon is an inspirational and compelling retelling of a Malawian tale by internationally respected author and storyteller, Gcina Mhlophe, with bright and bold illustrations by well-known artist, Kalle Becker.\r\n\r\nAlso available in Afrikaans, Sesotho, Xhosa and Zulu.",null,Unwabu Oluculayo,3-5 years,Gcina Mhlophe; Kalle Becker,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FUnwabu_Oluculayo_4b01969e89ca8_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1601,These delightfully illustrated fun-to-read texts developed by South Africa’s leading early literacy expert are sure to find their way onto the bookshelves of all our babies.,null,Lo Mntwana,0-2 years,Carole Bloch,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FLo_Mntwana__Zulu_4b0192e3dec03_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1602,"This Baby and Busy Baby herald the dawning of a new phase in children’s literature in South Africa – they are the first board books in English, Afrikaans, Zulu and Xhosa to be developed in South Africa for 0 – 2 year olds. These delightfully illustrated fun-to-read texts developed by South Africa’s leading early literacy expert are sure to find their way onto the bookshelves of all our babies.\r\n\r\nAlso available in Afrikaans, Xhosa and Zulu",null,Ingane Imatasatasa,0-2 years,Carole Bloch,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FIngane_Imatasata_4b019188f19fa_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1633,"“Chameleon, you’re so ugly that you’re a disgrace to us all!” is the continual cry of the river community.\r\n\r\nOver time, Chameleon comes to believe their cruel words.  Lonely and hopeless, he dreads the dawning of every new day.  But fate intervenes and he meets a lark and an old man who set in motion events that transform him. The insecurity of the Chameleon and the unkind behaviour of the river community will strike a chord with both young and old.\r\n\r\nChameleon’s well-deserved triumph at the end of the story is a welcome surprise – his belief in himself is restored and his song will touch the hearts of many and his spirit, inspire many more.\r\n\r\nThe Singing Chameleon is an inspirational and compelling retelling of a Malawian tale by internationally respected author and storyteller, Gcina Mhlophe, with bright and bold illustrations by well-known artist, Kalle Becker.\r\n\r\nAlso available in Afrikaans, Sesotho, Xhosa and Zulu.",null,Ulovane Oluculayo,6-8 years,Gcina Mhlophe,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FUlovane_Oluculay_4b019670e339d_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1603,"This Baby and Busy Baby herald the dawning of a new phase in children’s literature in South Africa – they are the first board books in English, Afrikaans, Zulu and Xhosa to be developed in South Africa for 0 – 2 year olds. These delightfully illustrated fun-to-read texts developed by South Africa’s leading early literacy expert are sure to find their way onto the bookshelves of all our babies.\r\n\r\nAlso available in Afrikaans, Xhosa and Zulu",null,Besige Baba,0-2 years,Carole Bloch,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FBesige_Baba_4b018f3d8cadd_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1604,"Available in English, Xhosa & Zulu.\r\n\r\n‘Hi, Zoleka !’ friends call. But Zoleka has something on her mind. So she walks quietly with her mother and her little brother to church. Will she remember all the words of the verse she has to recite for the Palm Sunday service? This charming story is written by South Africa’s famous storyteller, Gcina Mhlophe.",null,"Molo, Zoleka!",3-5 years,Gcina Mhlophe,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FMolo_Zoleka__4b01932b722ae_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1605,"What do a glowing object in the night sky, a witch in search of a decent meal, a mad shrinking scientist and a giant fly with a taste for a terrified Spider Lady have in common? They are thrilly, chilly and silly and make Halloween, and power cuts, a load of fun – especially for boys and girls who like their stories read by torchlight!\r\n\r\nCreepy Street is the new book by one of South Africa’s best loved children’s authors and illustrators and is packed with thrills, chills and giggles for Halloween…and other nights.\r\n\r\nNiki Daly enjoys international success as a writer and illustrator of children’s picture books.  He has won many awards, including the prestigious New York Times Award for Why the Sun and Moon live in the Sky.",null,Creepy Street,6-8 years,Niki Daly,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FCreepy_Street_49fea01a4537b_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1606,"Available in English, Xhosa & Zulu.\r\n\r\n‘Hi, Zoleka !’ friends call. But Zoleka has something on her mind. So she walks quietly with her mother and her little brother to church. Will she remember all the words of the verse she has to recite for the Palm Sunday service? This charming story is written by South Africa’s famous storyteller, Gcina Mhlophe.",null,"Sawubona, Zoleka!",3-5 years,Gcina Mhlophe,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FSawubona_Zoleka__4b01945655cd1_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1607,"What do a glowing object in the night sky, a witch in search of a decent meal, a mad shrinking scientist and a giant fly with a taste for a terrified Spider Lady have in common? They are thrilly, chilly and silly and make Halloween, and power cuts, a load of fun – especially for boys and girls who like their stories read by torchlight!\r\n\r\nCreepy Street is the new book by one of South Africa’s best loved children’s authors and illustrators and is packed with thrills, chills and giggles for Halloween…and other nights.\r\n\r\nNiki Daly enjoys international success as a writer and illustrator of children’s picture books.  He has won many awards, including the prestigious New York Times Award for Why the Sun and Moon live in the Sky.",null,Spookstraat,6-8 years,Niki Daly,South Africa,http://www.shuters.com/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2FSpookstraat_4b0194fba13ca_100x150.jpg&newxsize=100&newysize=150&fileout=
books/1665,"Lyrical text tells how a little boy asks the question, and the answer is true to the character who answers.",null,Ingoma Yokuqalu Ukuculwa,6-8 years,L Melmed,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430596.jpg?=1292499954
books/1666,"Caleb raak in die bos aan die slaap en word deur ‘n heks in ‘n gawe groot hond verander. Sy vrou verstaan nie sy geblaf nie en besef nie dat die rondloperhond wat by haar ingetrek het, haar man is nie. Alles eindig gelukkig goed",null,Ukhalebu Kunye Nokate,9-12 years,W. Steig,South Africa,http://www.anansibooks.co.za/images/stock/small/186843026X.jpg?=1292499955
books/1667,"An African folktale with more than a touch of humour. Illustrations in warm colours. Graded as \""outstanding\"" by the Horn Book.",null,"Ukuhambela Etondo ",9-12 years,V Aardema,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430650.jpg?=1292499954
books/1668,A well loved and amusing story why Chinese boys are given short and simple names,null,Tikki tikki tembo,9-12 years,A Mosel,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430669.jpg?=1292499954
books/1669,"The gripping new folk tale of Isaac the pedlar, who ingeniously saves a whole town from invaders by building stone men.",null,Amadoda amatye,9-12 years,Nicki Weiss; Beatrice Nobuhle Somi,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430685.jpg?=1292499954
books/1670,"The old legend of a ghost ship in the waters of the Cape of Storms. Told in text and illustrations full of drama, atmosphere and mystery.",null,Intsomi Yomdatshi Obhabhayo,9-12 years,K Milne,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430731.jpg?=1292499954
books/1671,Zelinsky's oil paintings add a new dimension to this well know and well-loved folk tale.,null,Uhansel Kunye Nogretel,9-12 years,P Zelinsky,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430774.jpg?=1292499954
books/1672,"A cat who loves to sing has a thorn in his foot. A woman pulls it out and exchanges it for a bread, the bread is also exchanged and so it goes on until the cat eventually acquires a mandolin to accompany his songs. Very suitable for reading aloud.",null,Ikati Eyayithanda Ukucula,9-12 years,N Horogian,South Africa,http://www.anansibooks.co.za/images/stock/small/1868430936.jpg?=1292499954
books/1673,An old amusing Yiddish folk tale of the complaining woman who eventually realizes that she has nothing to complain about. Zemach is a celebrated artist.,null,Kuya Kusoloko Kuba Kubi,9-12 years,Margot Zemach,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431002.jpg?=1292499954
books/1674,"A folk tale from Italy. \""Superior\"" - Horn Book Guide 'n Volksverhaal uit Italië.",null,Umthi Othethayo,9-12 years,I Rayevsky,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431290.jpg?=1292499954
books/1697,"Horn Book: \""superior. This book is perfect to share with a group of children, who will immediately catch the joke.\",null,Jonga Apho Uya Khona,9-12 years,Sally Noll,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431347.jpg?=1292499955
books/1729,"A lyrical tale in rhyme illustrated with watercolours. Willard is a winner of the Newbery medal, Pinkney was a runner up for the Caldecott medal and Linde has won more awards than any other South African children's book author.",null,Akuyi Kunceda Ntoukulala,9-12 years,Elizabeth Winthrop,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431509.jpg?=1292499955
books/1730,Jack Kent is know for his humour. Text and illustrations here are no exception,null,Iikawusi Ngesopholo,9-12 years,Jack Kent,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431827.jpg?=1292499954
books/1761,"Themba is unhappy. His beloved brother has died, and now his mother is making him do his matric year at Harmony High, far away from his old home and friends. What’s more, his mother now spends all her time drinking at home, leaving Themba to make his own way. Then he meets the gorgeous Lettie and what’s more, tough guy Prince befriends him at school. But how far is Themba prepared to go to be part of Prince’s gang? And when Lettie is threatened by rival gangsters Themba has to make some of the most difficult decisions of his life.",null,From Boys to Men,13-18 years,Londi Gamedze; Dorothy Dyer,South Africa,http://cover2cover.co.za/wp-content/uploads/2013/03/From-boys-to-men-Cover-180x300.jpg
books/1793,Lula and Lebo go shopping with Mama one Saturday morning. They have fun meeting new people and old friends at the different shops they go to. Lebo discovers that shopping can be fun but it is also tiring!\r\nEach Puo book is bilingual: written in both a local language and English.,null,Storybook - Shopping Day,3-5 years,N.T. Mofokeng,South Africa,http://farm9.staticflickr.com/8249/8554302628_877c1f6e28_m.jpg
books/1794,Lula and Lebo go shopping with Mama one Saturday morning. They have fun meeting new people and old friends at the different shops they go to. Lebo discovers that shopping can be fun but it is also tiring!\r\nEach Puo book is bilingual: written in both a local language and English.,null,Storybook - Shopping Day,3-5 years,N.T. Mofokeng,South Africa,http://farm9.staticflickr.com/8237/8553199385_3d252b7bf7_m.jpg
books/1825,Lula and Lebo go shopping with Mama one Saturday morning. They have fun meeting new people and old friends at the different shops they go to. Lebo discovers that shopping can be fun but it is also tiring!\r\nEach Puo book is bilingual: written in both a local language and English.,null,Storybook - Shopping Day,3-5 years,N.T. Mofokeng,South Africa,http://farm9.staticflickr.com/8249/8554302628_877c1f6e28_m.jpg
books/1826,Lula and Lebo go shopping with Mama one Saturday morning. They have fun meeting new people and old friends at the different shops they go to. Lebo discovers that shopping can be fun but it is also tiring!\r\nEach Puo book is bilingual: written in both a local language and English.,null,Storybook - Shopping Day,3-5 years,N.T. Mofokeng,South Africa,http://farm9.staticflickr.com/8239/8553197901_25e00ece59_m.jpg
books/1857,It is washing day but the washing machine is broken! Gogo comes to help. Lula and Lebo learn how to sort the clothes. Then they have the most fun of all...being the washing machine! Each Puo book is bilingual: written in both a local language and English.,null,Storybook - Washing Day,3-5 years,Mandy Collins,South Africa,http://farm9.staticflickr.com/8517/8554300176_b557e14934_m.jpg
books/1858,It is washing day but the washing machine is broken! Gogo comes to help. Lula and Lebo learn how to sort the clothes. Then they have the most fun of all...being the washing machine! Each Puo book is bilingual: written in both a local language and English.,null,Storybook - Washing Day,3-5 years,Mandy Collins,South Africa,http://farm9.staticflickr.com/8102/8554300506_1ef5b02d25_m.jpg
books/1859,It is washing day but the washing machine is broken! Gogo comes to help. Lula and Lebo learn how to sort the clothes. Then they have the most fun of all...being the washing machine! Each Puo book is bilingual: written in both a local language and English.,null,Storybook - Washing Day,3-5 years,Mandy Collins,South Africa,http://farm9.staticflickr.com/8517/8554300176_b557e14934_m.jpg
books/1860,It is washing day but the washing machine is broken! Gogo comes to help. Lula and Lebo learn how to sort the clothes. Then they have the most fun of all...being the washing machine! Each Puo book is bilingual: written in both a local language and English.,null,Storybook - Washing Day,3-5 years,Mandy Collins,South Africa,http://farm9.staticflickr.com/8392/8553195923_e1bdfb8a00_m.jpg
books/1889,"Lula, Lebo and Nana learn to sing a song and Gogo teaches them about their bodies. They all have so much fun singing, dancing and laughing! Each Puo book is bilingual: written in both a local language and English.",null,Storybook - Head and Shoulders,3-5 years,Ellen Aaku,South Africa,http://farm9.staticflickr.com/8098/8553201987_bca778afbd_m.jpg
books/1890,"Lula, Lebo and Nana learn to sing a song and Gogo teaches them about their bodies. They all have so much fun singing, dancing and laughing! Each Puo book is bilingual: written in both a local language and English.",null,Storybook - Head and Shoulders,3-5 years,Ellen Aaku,South Africa,http://farm9.staticflickr.com/8098/8553201987_bca778afbd_m.jpg
books/1921,"Lula, Lebo and Nana learn to sing a song and Gogo teaches them about their bodies. They all have so much fun singing, dancing and laughing! Each Puo book is bilingual: written in both a local language and English.",null,Storybook - Head and Shoulders,3-5 years,Ellen Aaku,South Africa,http://farm9.staticflickr.com/8098/8553202459_ac0a27111f_m.jpg
books/1922,"Lula, Lebo and Nana learn to sing a song and Gogo teaches them about their bodies. They all have so much fun singing, dancing and laughing! Each Puo book is bilingual: written in both a local language and English.",null,Storybook - Head and Shoulders,3-5 years,Ellen Aaku,South Africa,http://farm9.staticflickr.com/8508/8553200173_f160184322_m.jpg
books/2978,"You might say pancakes are little Polly’s favourite treat. Or you might say she’s a little obsessed. Either way when mum’s too busy to rustle up her favourite snack Polly decides to take the initiative. Though she ends up wishing that she hadn’t…\r\n\r\nPiles of Pancakes is a charming, rhyming-story that’s perfect for any child keen to get off the sidelines and into the thick of things.",null,Pancake Pandemonium,6-8 years,Anita Pouroulis,International,http://www.digitalleaf.co.uk/wp-content/themes/ecobiz/timthumb.php?src=http://www.digitalleaf.co.uk/wp-content/uploads/pancake-front-cover1.jpg&h=182&w=424&zc=1
books/2977,"Kiki is an artistic, little girl who'd prefer to do anything other than brush her hair every day. There are simply so many other better things to do! So it comes as no surprise when Kiki's hair develops a tiny knot. But rather than wish it gone, Kiki nurtures that knot until it becomes something grand, something worthy of an incredible story.",null,"Oh, What A Tangle!",6-8 years,Anita Pouroulis,International,http://images.bertrams.com/ProductImages/services/GetImage?Source=BERT&Quality=WEB&Component=FRONTCOVER&EAN13=9780957308749
books/3009,"Lencwadi yinovela etlolwe nguSkosana NE ekhuluma ngommongo-ndaba ojayelekileko ongenelela ukungathembeki komuntu. Indaba yenzeka kwelinye lamabhoduluko aqakathekileko esitjhabeni samaNdebele, KwaNomtjherhela. UMaqhinga noMarhwayeja balingisi ababili abaqakathekileko abagebengana ngehlabathi esaluju leenyosi nomukhwa wokubazwa. Ngesimanga sokungathembeki komuntu indaba ikhamba ifake nokuloyana. The novelette handles the theme of untrustworthiness. The story occurs in one of the most important areas of amaNdebele, KwaNomtjherhela. Maqhinga and Marhwayeja are the two main characters that trick each other using sand that looks like honey and a knife that is crafted from a wood.",null,Mumuntu-ke Loyo!,13-18 years,N.E. Skhosana,South Africa,null
books/3041,"Lenoedlana imumethe indaba emanqophana nokuthatha umfazi. UMsongelwa lisokana elizimisele ukuthatha isiphalaphala somntazana yesintu, isiNdebele, ukube umntazanakhe lo, uzibuyela esigoga la amasiko sele ahloywa khona babantu abanzima, ngesibanga sabamhlophe. Ekugcinenei lendatjana itjengisa ukungakhambisi izinto ngendlela yesiko lomuntu. Ngena ngaphakathi-ke mfundi uzizwele bona uMsongelwe uphumelela njani ukuzibona ahlezi nokakhe, uZinto, ekugcineni azifunyane arareke komhlolo ngesibanga sethando bakwethu. Hawu madoda, lisani ithando. This novelette follows Msongelwa's pursuit to find a wife and get married. He likes a beautiful young woman called Zinto, but Msongelwa still follows traditional isiNdebele culture, while Zinto believs firmly in western culture. tension arises when it becomes clear tha Msongelwa's wishes to marry Zinto may be hindered by their cultural differences. this compelling story explores how the lovers deal with their problem of cultural differences.",null,Umendo kazinto,13-18 years,P.S. Skhosana,South Africa,http://www.mml.co.za/sites/default/files//styles/medium/public/9780798635110.jpg
books/3073,"Ungizwa Ngendaba inovedlana esamumethe ummongo-ndaba orhunyeziweko owethulwa yinovela yesihloko esithi, 'Mumuntu-ke Loyo'. Lenovedlana itlolwe nguSkosana NE ngoluqalisa kummongo-ndaba wokungathembeki komuntu. Itlolwe ngokufanela abafundi bebanga le-7 ngombana ngemva kwesinye nesinye isahlukwana kunemibuzo ehlola umfundi ngokuzwisisa kwakhe indaba. Ungizwa Ngendaba is an abridged version of Mumuntu-ke Loyo, written by NE Skosana. The theme is about human untrustworthiness, but versioned for the Grade 7 learner. After each chapter, specific questions are asked to assess the reader's understanding of the story.",null,Ungizwa ngendaba: ibanga 5,9-12 years,N.E. Skhosana,South Africa,null
books/3105,"Ifa Lethu Lemangweni details the absorbing reminiscences of an experienced game ranger, Dabulamanzi. Central to the action and woven into his riveting anecdotes are comments on the raw beauty of nature and the importance of living creatures. A keen observer of animals in their natural habitat, Dabulamanzi gives an enriching account of their constant interaction and of nature's abundant variety. This novel highlights the intrinsic value of nature, its ability to offer solace and to foster harmonious co-existence.",null,Ifa Lethu Lemangweni (Creative Writing Series),13-18 years,Nkosiyapha Sandile Ntuli,South Africa,http://bks1.books.google.co.za/books?id=n6iCAAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70yvgl_8UiNvDK3_URc6PaM_aSymok_fpOXqRun7mEikAHN975hNkCfw5kmH4Vzzp6ynUUQcVDvnYz1VpVEtUj9MbhmrhJs3Jo6zPFJm2JfESbBA7en1T_IA8_ZWFbqKYfSBzqI
books/3137,null,null,Isihlaka Seenyosi Sabobamkhulu,13-18 years,JN Malobola,South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780798633130_FC1_0.jpg
books/3138,"ITsengo 3 libuthelelo lesithathu leenkondlo zesiNdebele ezihlukahlukeneko zeembongi ezibunane. Leziinkondlo zizwakalisa imizwa yeembongi zesiNdebele ngepilo, kanye nemvelo. Lelibuthelelo limumethe iinkondlo ezithinta imizwa yomlaleli. Itsengo 3 is an anthology of isiNdebele poems from eight different poets. These poems express various feelings of Ndebele poets about our general life experiences and natural objects. The anthology contains poems that deeply touch the feelings of the reader.",null,Isiyeziyezi 1,13-18 years,"M.S. Ntuli, et al",South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780798642736_FC1_0.jpg
books/3139,ITsengo 5 mqulu wokugcina webuthelelo leenkondlo zeTsengo. Nalo lelibuthelelo lihlukaniswe iingaba ezimbili. IsiGaba 1 simumethe amatjhumi amathathu weenkondlo ezirhaywa ziimbongi ezihlukahlukeneko nangemimongo-ndaba ehlukeneko. IsiGaba 2 sidzimelele emileyweni nakumiqondo-magama esetjenziswa ekutsengweni kweenkondlo. Itsengo 5 is the last volume in the Itsengo series. Thirty-two interesting poems from different poets comprise section 1 of this publication. A more advance theoretical and conceptual application in the analysis of poems comprises section 2 of this publication.,null,"Isiyeziyezi 2 ",13-18 years,"M.S. Ntuli, et al",South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780798646901_FC1_0.jpg
books/3169,null,null,Itsengo 1,13-18 years,M.S. Ntuli,South Africa,http://t0.gstatic.com/images?q=tbn:ANd9GcRFpP7ky_uCQR6JWRrIH_xm4HJs4t1UZkZcLd2nsmguW6ke9zRE&t=1
books/3201,null,null,Itsengo 2,13-18 years,M.S. Ntuli,South Africa,"http://coverart.oclc.org/ImageWebSvc/oclc/+-+949381817_140.jpg?SearchOrder=+-+OT,OS,TN,FA,GO"
books/3233,null,null,Itsengo 3,13-18 years,M.S. Ntuli,South Africa,null
books/3297,Ixesha lasebusuku liyoyikeka kwaye liyingozi ingakumbi ebantwaneni. Night time is very scary for children.,null,Itsengo 5,13-18 years,M.S. Ntuli,South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780798636414_FC1_0.jpg
